fighter_id,canonical_name,dob,height_cm,reach_cm,leg_reach_cm,stance
3e0c5ab8-6f1f-5cdc-945b-6aaaea45c890,Ramiro Jimenez,1999-01-16,175.26,185.42,,Southpaw
3e0d94fc-d5f2-5b63-9f9d-a2c925d813c0,Joseph Sandoval,1986-05-11,170.18,,,Southpaw
3e1031c2-7c33-5e94-9a83-d445a286e290,Antoni Hardonk,1976-02-05,193.04,198.12,,Orthodox
3e157d41-abb5-5333-9399-4b7942337d9d,Danilo Suzart,1991-12-04,182.88,,,Orthodox
3e2eed47-b313-595f-9409-cc3b3b82a124,Lloyd Van Dams,1972-03-05,185.42,,,Southpaw
3e319688-0eee-59c4-863e-bb58e9c90beb,Mateusz Gamrot,1990-12-11,177.8,177.8,,Southpaw
3e35dad2-ea37-5b44-84fb-322af185aa5e,Hidetaka Monma,1973-10-23,182.88,,,Orthodox
3e3a1e3f-5b2c-5b21-af81-ef117ce4952a,Steve White,,180.34,,,
3e407104-3369-585c-a1f0-58424445220f,Shane Young,1993-07-31,172.72,182.88,,Orthodox
3e45b2de-bb7a-505a-a827-fb7981d62df2,Julian Erosa,1989-07-31,185.42,187.96,,Southpaw
3e46fe68-7ebd-54d1-af3e-6fc3dca3a05c,Derek Brunson,1984-01-04,185.42,195.58,,Southpaw
3e4e062d-ea90-539c-914b-af4641abce52,Matt Hughes,1973-10-13,175.26,185.42,,Switch
3e6a6a84-e9b0-5ee8-98de-718555b2de0f,Adlan Amagov,1986-10-30,187.96,193.04,,Orthodox
3e78177c-27de-5d89-8012-08aa9618c8a9,Pablo Alfonso,1983-05-09,172.72,,,
3e7b6475-d322-5e05-8778-e40e56e11e1d,Travis Lutter,1973-05-12,180.34,190.5,,Orthodox
3e7efb92-62e5-5943-990f-fbe62501fa57,Geane Herrera,1990-05-27,165.1,167.64,,Orthodox
3e89c3d5-be9e-5a6f-8fa8-2bec25dca22d,Yoshiki Takahashi,1969-03-13,180.34,,,Southpaw
3ea26589-e3c3-5e8f-b175-d6e4c5fb41a6,Gian Villante,1985-08-18,190.5,193.04,,Orthodox
3ea71120-607d-57d4-b811-81c2d1006678,Nikita Krylov,1992-03-07,190.5,195.58,,Orthodox
3eade22b-928f-59af-a70b-45120111510b,Kasey Tanner,1992-01-11,170.18,175.26,,Orthodox
3eb1cad4-bec8-5c71-8267-6d99d0306af6,Dustin Moore,,162.56,,,
3eb5387e-abad-517a-8436-8d6d887c53d6,Tsuyoshi Kurihara,1973-07-13,177.8,,,Orthodox
3eccf898-0838-52f9-9780-7395999373e6,Roshaun Jones,,172.72,,,
3ed6d831-3f2a-5f54-bc92-6df7925d4e40,Tyshawn Williams,1996-08-24,,,,
3ede8c0f-c0ee-5c2e-b5c0-dad77637e92f,Shonte Barnes,1987-02-09,180.34,193.04,,Southpaw
3ede9040-8a31-5746-a478-aca2f38e0a48,Dos Caras Jr.,1977-05-25,193.04,,,Orthodox
3eeac1cd-2867-50e5-a78e-6e7f23764d88,Akira Kikuchi,1978-07-23,172.72,,,Orthodox
3eed1e47-67e6-52e0-a4c8-6c76d052c9a1,Guangyou Ning,1981-12-15,162.56,162.56,,Southpaw
3f0b208c-5903-5580-96d5-d55dd630a497,Phil Cardella,1976-07-09,180.34,,,
3f13b421-f3b0-531e-8727-f42601d79df1,Marina Rodriguez,1987-04-29,167.64,165.1,,Orthodox
3f1f6dcc-9fea-5bcc-80cd-a8b9c26438c4,Yohan Banks,,,,,
3f2222d8-f6c5-575e-a4b9-72863f15eb99,Clint Godfrey,1982-10-21,167.64,,,Southpaw
3f44460f-c97e-5ba5-88bf-7f50448a7867,Scott Holtzman,1983-09-30,175.26,175.26,,Orthodox
3f583794-513b-5fe7-8ae2-06da3d1694f2,Alberto Montes,1994-05-31,170.18,175.26,,Orthodox
3f637a1b-941a-538c-807d-9285ab2f8830,Irwin Rivera,1989-02-14,167.64,170.18,,Southpaw
3f7266e4-0db3-5b5a-9108-7ae71fd2a7f0,Adam Milstead,1987-07-03,190.5,193.04,,Orthodox
3f74ab1b-91bf-520b-8568-2bcaf324f07f,Hitomi Akano,1974-07-27,162.56,,,Southpaw
3f780262-8eb3-5751-a1c3-d3bd8d0c7d58,Zak Cummings,1984-08-02,182.88,190.5,,Southpaw
3f88edaf-e102-5b1a-924b-8f0a3f61c8f0,DeAnna Bennett,1984-11-18,162.56,172.72,,Orthodox
3fa55b54-d233-55ca-bff9-1bfda76f0164,Artur Oumakhanov,1979-02-27,170.18,,,Orthodox
3fb6a592-86cb-5a55-8109-01600bd40d09,Ren Ozaki,2001-12-15,170.18,172.72,,Orthodox
3fb6eab1-283a-5b06-981b-8695bc077420,Lemont Davis,,172.72,,,Orthodox
3fb8abcb-13d5-526f-a72c-9472e1b9d7dc,Marcos Mariano,1986-10-12,185.42,193.04,,Switch
3fd736ec-99a8-55be-a153-6d7940aab698,Oscar Ravello,1998-09-27,,,,
3fd844fc-9d59-5d59-a5c2-6c32c8fec1db,Daniel Pereira,1990-12-13,177.8,,,
3fe74b21-d01b-5bf9-b941-339ebeb4d591,Jonathan Mix,1980-11-09,182.88,,,
3ff67aa7-81b3-5c78-acfd-45ea8193fc66,Henrique Da Silva Lopes,1996-08-25,,,,
4000dbed-4e3a-55a7-8c58-373cdbc7340e,Arman Tsarukyan,1996-10-11,170.18,182.88,,Orthodox
400edaa4-3532-52cf-97e9-64eed40a3ea6,Walter Smith-Cotito,,172.72,,,
40288d52-7aa9-5bcd-abe6-d99edf721845,Alexander Volkov,1988-10-24,200.66,203.2,,Orthodox
40297597-b0e7-53a0-9d70-1917b1f9c7d8,Harry Hardwick,1994-09-29,172.72,180.34,,Switch
40494b2c-d3ea-50af-a38d-00134e8ad65c,Enrique Marin,1986-09-02,177.8,,,
409dcc83-4882-599e-9369-7ef40644b5c2,Lee Brousseau,1974-10-04,185.42,,,
40a1c280-31ab-5020-9478-6a40f26d3801,Kevin Vallejos,2001-12-08,170.18,172.72,,Switch
40b7d4d7-a8ad-5650-bfe1-60dcdc5ea97a,Jorge Santiago,1980-10-09,185.42,190.5,,Orthodox
40b98afc-edc5-5d62-81ab-e3bcd606aab2,Eric Smith,,,,,Southpaw
40be18b4-284d-5fdc-a8f9-b648566781fe,Stephen Banaszak,1990-12-07,182.88,,,
40c91cbe-155b-5838-9106-f21d9d78079b,Steve Steinbeiss,1981-05-05,190.5,190.5,,Orthodox
40db511c-0b38-5db1-8898-b1588f18246e,Davi Bittencourt,1994-10-12,165.1,165.1,,Orthodox
40e0ec68-5d6d-57ce-b973-a6dd27d157fc,Jorge Patino,1973-08-05,172.72,,,Orthodox
40e33cf7-5aaa-5f79-95f9-82d2770780a2,Vinicius Queiroz,1983-08-29,200.66,,,Orthodox
40e5bdb6-77ca-5872-b96d-bd9b99ac6229,Mitsuhiro Ishida,1978-12-29,167.64,,,Southpaw
40eea3cf-339b-5099-ba7e-28d435372933,Carlos Vera,1987-11-05,167.64,175.26,,Orthodox
4100d40e-1beb-564e-96d3-1490f49b1de6,Thomas Petersen,1995-03-30,185.42,187.96,,Southpaw
4112a8f9-55fa-5b12-b71a-51c65dc1d545,Jeremy Hamilton,1984-11-14,,,,
411ef3d8-2d6b-5718-8a58-0e165ac04e29,Ricardo Romero,1978-04-15,182.88,193.04,,Orthodox
4122a4a6-417e-508f-8e11-2db729afe91c,George Staines,2000-09-20,,,,
4149df3e-7ec7-5875-992a-3191ee9509c4,Tedd Williams,1969-12-19,185.42,,,Orthodox
414add16-9fee-5405-ba05-5d6d7bd68410,Aaron Trujillo,,165.1,,,
415c2615-e3b1-54d6-a216-1d497d30ffa8,Kevin Croom,1987-07-15,180.34,185.42,,Orthodox
41974db5-4737-5c26-926e-dd617b020e3b,Yuri Villefort,1991-03-23,182.88,185.42,,Orthodox
419780f3-d2dc-56d0-9d04-ede06aa7254a,Andrey Koreshkov,1990-08-23,182.88,,,
41a92443-ab9c-5904-8e7a-8bc7034a32d2,Alexander Shlemenko,1984-05-20,180.34,,,
41ad549d-fa0b-541b-91a1-8b3194f22f00,Zachary Micklewright,1976-08-21,182.88,187.96,,Southpaw
41bc5f5b-21ac-51b3-8a25-5cf4ae1cdb4a,Rodolfo Vieira,1989-09-25,182.88,185.42,,Orthodox
41bececf-aa5a-5467-a322-ce624f50d5de,Heraldo Souza,1994-12-15,180.34,185.42,,Orthodox
41bee9dd-88d7-56f0-9c6f-1edc1cad2a55,Noah Gugnon,2000-10-18,,,,
41c74e5b-d6ef-5bf0-bae7-2d11d60ccb07,Rico Farrington,1989-06-19,193.04,200.66,,Southpaw
41d48b2f-f0df-5ff0-938b-1cce9e7e43bb,Shuya Kamikubo,1993-04-12,165.1,172.72,,Switch
41d5e40f-a196-5c94-93de-d0c01940a5fe,Mario Pinto,1998-03-14,195.58,200.66,,Orthodox
41da0d6a-05aa-562d-a1ce-76a6ed8065bc,Leonardo Morales,1992-12-22,172.72,,,Southpaw
41e2b02b-0606-5ae7-ab1b-ed557bdaa5b6,Scott McDonald,,,,,
41e612f9-84de-5a21-9ae8-07b8dc6a4525,Marilia Santos,1992-12-12,162.56,,,Orthodox
41e7cf09-6060-5fa6-951d-a8b57b444512,Todd Moore,1983-12-30,175.26,180.34,,Southpaw
41e934cc-7e30-546d-9706-37e570010fb7,Khomkrit Niimi,,157.48,,,
41f800a7-90bf-5c3a-95d8-0953a32b297f,Josh Grispi,1988-10-14,180.34,187.96,,Orthodox
41f8146f-b6c2-5909-bc21-b764a820106b,Ariane Carnelossi,1992-11-17,157.48,154.94,,Orthodox
4205948a-c387-5010-8c02-4c8be61c31ae,Humberto Bandenay,1994-09-04,180.34,180.34,,Southpaw
420694a9-aad0-51d5-bbd6-d2e17312457b,Ho Taek Oh,1993-07-20,,,,
420ab52d-22bb-57fc-9730-f521774653ac,Gabriel Salinas-Jones,1984-11-20,185.42,,,
4215b0f3-b720-51b9-9b55-fbfb8515e0ee,JaeHyun Park,2001-12-10,172.72,185.42,,Orthodox
422dc697-ef48-528c-94b1-e0626b915706,Jamie Mullarkey,1994-08-17,182.88,187.96,,Orthodox
422f9930-aa10-5e17-928c-07c58440057f,Joe Doerksen,1977-10-09,182.88,190.5,,Orthodox
42405b56-4d74-5878-a351-aa0014f16a22,Lee Gibson,,170.18,,,
4257a3cc-f5b1-507e-b7c7-dc66d8a47329,Nicolae Negumereanu,1994-09-04,182.88,198.12,,Orthodox
42725a64-a89e-5ebb-b055-59fb32becaac,Klidson Abreu,1992-12-24,182.88,187.96,,Orthodox
427d0425-5d89-59b0-810b-2e36d3837e5a,Cain Velasquez,1982-07-28,185.42,195.58,,Orthodox
42808ae6-1802-51ad-85dd-f981081db098,Joel Thomas,,177.8,,,
4292b22e-eb62-52d2-bce5-9b60008231bc,Mike Lullo,1979-07-24,172.72,,,Orthodox
42959299-5d01-57f7-9278-5ca7e2781cbd,Bo Nickal,1996-01-14,185.42,193.04,,Southpaw
42a0e366-6370-5349-a3b5-7f9430c3227d,Gary Padilla,1980-05-04,180.34,,,
42a66997-e180-5cb2-9ec6-f24d70aa4bcb,Richardson Moreira,1984-03-31,187.96,,,Orthodox
42b2ed0f-20e4-592d-87fb-1cb4b892bf66,Tecia Pennington,1989-08-16,154.94,152.4,,Orthodox
42b6eb01-5106-5da9-8d5f-6293ce0f9493,CM Punk,1978-10-26,185.42,185.42,,Orthodox
42b7f72e-9951-51cd-836e-450543cd2ad4,Jermaine Andre,,170.18,,,Orthodox
42c7cbc0-856d-541d-9d1c-e63f6ed4d02e,Mike Budnik,1974-08-08,175.26,172.72,,Orthodox
4311a155-2a21-59c7-aeb2-7d7d3216dc0b,Shana Olsen,1980-12-17,170.18,,,
433b8518-751a-5449-b5de-7266667d6aa7,Kyle Watson,1979-08-09,182.88,,,Southpaw
435b589e-9169-5cbf-aee2-f144ccd4b228,Terry Etim,1986-01-11,185.42,185.42,,Orthodox
436f2ebf-2f8c-54b2-999e-e5568fa6d151,Fedor Nikolov,,,,,
4379dbc9-ddcd-542c-ac05-b7479bc445e1,Sean Daugherty,1975-12-04,182.88,,,
43967ca9-83c4-5859-9eed-7923693d8129,Chris Duncan,1993-05-10,177.8,180.34,,Orthodox
43a3f3ed-4d6e-52fa-aaf8-ebda04712200,Corey Anderson,1989-09-22,190.5,200.66,,Orthodox
43a60ed6-eef4-55e9-8214-44d767ef4c93,Jack Morrison,,180.34,,,
43b1342d-2fbf-5441-8fe1-fc140e64859b,Damian Grabowski,1980-05-12,185.42,190.5,,Orthodox
43c0962c-7637-5d90-961c-d1ed61244f0d,Mashrabjon Ruzibaev,1996-02-16,172.72,170.18,,Orthodox
43e515b4-5416-5ab5-8bf1-770efd3fec47,Kurt Osiander,,,,,
4401b99e-9499-5cf0-8e97-7a3a9090503b,Ashley Yoder,1987-10-20,170.18,175.26,,Southpaw
4404004d-0c2c-5b67-91bf-541ca1494c58,Song Kenan,1990-03-10,182.88,180.34,,Orthodox
440d7f27-a665-5761-b39a-2c0b85d8cfce,Abu Azaitar,1986-03-10,175.26,193.04,,Orthodox
44165c20-2a79-5987-b17e-8d3981744376,Barb Honchak,1979-08-30,162.56,165.1,,Orthodox
441c4722-5b8d-5dc2-8bd5-6b49182ee5e0,Evan Elder,1997-04-11,177.8,182.88,,Switch
44252158-938f-5d56-b159-52c149c3b5be,Tony Johnson,1983-05-02,187.96,193.04,,Orthodox
4442fad3-b6cf-53ce-ad22-fde14c272129,Kazunari Murakami,1973-11-29,185.42,,,Orthodox
446b94ae-aee1-5d71-a03a-e2e829a4efea,Federico Lopez,,162.56,,,Orthodox
4480e9cb-11a2-56c9-9d13-34263cd63e3e,Tim Boetsch,1981-01-28,182.88,187.96,,Orthodox
44832957-7273-5340-b268-760fa39d123f,Brad Morris,1979-11-01,187.96,,,Orthodox
448aea18-a541-5e57-a1ff-376df90bfed0,Alexis Dufresne,1990-08-31,175.26,,,Orthodox
44a87d93-8350-523e-9c71-153daad26eaf,Randa Markos,1985-08-10,162.56,160.02,,Orthodox
44a8dad4-4ed1-5c52-92de-0322155b6e52,Jesse Forbes,1984-10-24,187.96,190.5,,Southpaw
44c605bc-fd2e-5d2b-b6e4-8247735c19c9,Chris Price,1982-11-09,187.96,,,Southpaw
44deb710-4de8-5c6f-b432-374d3caf377d,Josh Paiva,1991-04-05,167.64,,,
44ec9ce9-a672-57be-b654-b4d148ca1f34,Noah Thomas,1981-03-27,175.26,,,Orthodox
45139ed6-cca7-58cd-9307-43997f6efb88,Art Santore,1972-10-26,187.96,,,
451d16b9-0311-5991-92c2-7e3c4a7e9c4f,Chris Barnett,1986-06-14,175.26,190.5,,Orthodox
453589ad-bce1-5f85-ad15-bed39b8494e6,Chris Cariaso,1981-05-27,160.02,162.56,,Southpaw
454e85db-3a01-5fa3-9890-3e6dbee52eef,Ryan Keenan,1985-06-15,177.8,,,
455c11c9-c4c6-5160-bc2f-fd899f9a041e,Antonio Banuelos,1979-09-23,165.1,160.02,,Orthodox
455dc3ae-8ff7-56d2-a90d-1f5866704b13,Clint Hester,1986-11-21,187.96,195.58,,Orthodox
4584584e-d225-5be8-a6b4-986504cd722a,Charlie Brenneman,1981-02-09,177.8,177.8,,Orthodox
458e78b4-1978-5655-9b78-523ec1e761a6,Jim Wallhead,1984-03-14,177.8,,,Orthodox
458efd4f-90c6-5832-a21b-a15da5045772,Alvin Robinson,1982-07-16,175.26,172.72,,Southpaw
458f5fed-cf59-5b16-807f-9e5c13f3f1b8,Joe Warren,1976-10-31,167.64,,,Orthodox
4593744c-6ed8-5d02-9f7d-ab919bf7945c,Chas Skelly,1985-05-11,180.34,182.88,,Orthodox
459484f8-3ff6-52e4-991c-45900d5bd7f2,Tony Halme,1963-01-06,190.5,,,Orthodox
459b4874-c59b-5497-a93e-57cf30c0026e,Wallen Del Rosario,1993-03-18,162.56,170.18,,Orthodox
45a898cf-e1db-5889-b0c1-e003af49c03a,Mac Danzig,1980-01-02,172.72,177.8,,Orthodox
45c594f2-0a51-542e-9ebe-faea7ca4e3bc,Luis Pena,1993-07-05,190.5,190.5,,Southpaw
45d300ba-3b4d-566b-bf28-ac69346ca0ab,Joe Pearson,1978-03-28,177.8,,,Orthodox
45d32d42-7fdd-5509-bd90-a3b3c31abba2,Mounir Lazzez,1987-11-16,185.42,193.04,,Orthodox
45e132c5-acde-51ed-ac44-60f2e0b42f66,Jose Torres,1992-08-02,162.56,165.1,,Orthodox
45f10769-2cde-5594-bf41-0f1d52cc6326,Kamuela Kirk,1994-04-13,177.8,190.5,,Switch
4619823d-958e-5eb9-9358-be54cd5e5ec5,He-Man Gipson,,,,,
462a3302-a3eb-5956-ae5e-657cae0ac815,Erick Sanchez,1990-10-04,177.8,,,
462c44bc-60ab-5f40-a0ac-401a45549f2a,Kim In Seok,,167.64,,,Orthodox
4639a877-ff08-527d-99ad-dc7044c5bbe2,Jessica Rakoczy,1977-04-14,170.18,,,Orthodox
463a3c69-38ec-565d-9835-16d45b918951,Scott Adams,,182.88,,,Southpaw
463fe7d9-7262-5e3f-90e3-5278bb08369f,Justin James,1976-11-08,177.8,,,Orthodox
46424daf-5ba0-5ebf-a436-f29db7418bcc,Damian Stasiak,1990-02-20,165.1,177.8,,Orthodox
4656de72-b10b-5da5-848f-2111515fdf46,Tatiana Suarez,1990-12-19,165.1,167.64,,Southpaw
468b8801-34be-5c14-9c73-bb038c329c02,Jason Tan,1981-12-17,177.8,,,Orthodox
46a8fef9-9ea4-5350-b38e-93bd78ab1884,Nick Aguirre,1996-01-15,175.26,187.96,,Southpaw
46aea8fa-8d9f-5328-a557-1f1011c92057,Yan Pellerin,,180.34,,,Orthodox
46d70f1a-b5aa-50c1-9ad2-af4b82e70048,Eddie Gordon,1983-07-22,182.88,193.04,,Orthodox
46e5bbc5-7715-54b6-9b54-bcc4216f44b3,Anelya Toktogonova,2005-08-01,,,,
4703388b-5215-543d-91db-7fc94006ca8e,Caio Magalhaes,1987-12-14,185.42,185.42,,Orthodox
470b98b5-3511-5ec3-8af6-f6acb075169d,Devin Cole,1976-10-01,193.04,,,Orthodox
470f37e8-1197-55f1-8845-d061d6b39eae,Muin Gafurov,1996-05-17,170.18,172.72,,Orthodox
471d3497-636a-5ebd-9cae-baf390ab57d4,Bryan Travers,1983-04-11,,,,
47210af0-0c61-5379-80ac-ffae97b2a508,Che Mills,1982-09-29,185.42,193.04,,Orthodox
47256df0-8c5a-513e-8f8b-6e6870168531,Adam Livingston,2001-08-15,187.96,180.34,,Orthodox
4734519d-639a-5ba4-b7bf-892479b55d75,Joe Hernandez,,,,,
473c7518-8e19-576c-9fc7-6ed68ffe829e,Rainn Guerrero,1992-05-13,167.64,165.1,,Orthodox
4756c277-52c1-5f99-9a25-354b529f3f78,Jack Becker,1992-12-20,177.8,180.34,,Orthodox
475b4e72-24e3-5319-8dc7-7913c58f2a23,Ron Faircloth,1979-08-16,175.26,,,Orthodox
4762f338-8167-5d7c-a88e-bba9121d7f62,Wu Yanan,1996-04-18,172.72,167.64,,Orthodox
4766c044-64b0-5497-8233-89881b255541,Angela Magana,1983-08-02,154.94,165.1,,Orthodox
476718a4-f033-5595-9a49-cd48e54ce072,Felix Klinkhammer,,182.88,,,
4770bcff-e17f-5e33-9972-351d43015b4c,Lee Murray,1977-09-12,190.5,,,Orthodox
477ab1e4-2166-54b2-9f33-dc27733962de,Fabricio Camoes,1978-12-23,177.8,180.34,,Orthodox
47954bc0-a73f-5a48-8074-10f167223b83,Keith Jardine,1975-10-31,187.96,193.04,,Orthodox
4797f9c8-20c6-5f15-981f-6d42ab154ea5,Diego Brandao,1987-05-27,170.18,162.56,,Orthodox
47c159a6-da5b-50b0-b2ab-c5dcdd2d1936,Justin Eilers,1978-06-28,185.42,,,Orthodox
47de9004-7293-50bb-adf2-1ea87e38b80b,Kyle Nelson,1991-04-20,180.34,180.34,,Switch
47f10719-90d3-5af0-abd0-8d965920cc92,Josh Bennett,,193.04,,,Orthodox
480013e7-5b28-521c-b146-9a88d75eb3da,Azamat Murzakanov,1989-04-12,177.8,180.34,,Southpaw
481703ae-4b5b-587f-b119-9081bfbca849,Cory Devela,,152.4,,,Orthodox
48238ad2-d3bb-56b7-a8ec-4e9995f90e18,Karolina Wojcik,1994-12-09,157.48,,,Orthodox
482d9692-f6d6-5869-bc4a-893bd35b7e1a,Sean Santella,1984-10-25,165.1,,,
48315e2d-4790-5ef6-a880-0793bfd99b89,Brian Kelleher,1986-08-19,167.64,167.64,,Switch
4832b0c0-5a6f-5636-b1d3-045d8ca89295,Jorge de Oliveira,1980-01-22,172.72,,,Orthodox
483bf28a-cdfc-592c-a984-9b2ae2aee001,Chase Gibson,1990-02-07,177.8,182.88,,Orthodox
4849cc36-74a5-571d-a198-7f219272b7c6,Claudio Silva,1982-09-06,180.34,180.34,,Southpaw
4851fd76-d7ed-57cd-9805-61f95211c8e1,Stanislav Nedkov,1981-12-09,180.34,180.34,,Orthodox
485d5a1c-9602-5b29-8928-e3a21cbe1cb2,Jafel Filho,1993-05-05,170.18,172.72,,Orthodox
487269d2-b6cb-5864-aa4f-7f3acead0f45,Zac Pauga,1988-02-25,187.96,193.04,,Orthodox
487fdd59-1ac9-569e-a6d0-09d9905bd7d5,Da Woon Jung,1993-12-07,193.04,198.12,,Orthodox
488a4b8c-72df-5b63-ad2a-d1fd8d24ddc3,Angel Pacheco,1992-01-13,172.72,177.8,,Orthodox
48a995a9-6a97-5caf-8724-a18f64b09b9f,Maurice Smith,1961-12-13,187.96,,,Orthodox
48c3cd29-b9c2-5ceb-b9f7-f662ecd675d4,Raou Raou,,172.72,,,Orthodox
48ef69e0-116f-5258-89af-9b45647e85b8,Mike Stumpf,1986-08-01,177.8,,,
493506a7-007a-5a8b-9708-f2fab12599c5,Aliaskhab Khizriev,1990-08-24,175.26,187.96,,Southpaw
493984ef-a116-5889-9379-87981a1f2a2e,Brendson Ribeiro,1996-09-08,190.5,205.74,,Orthodox
4943a06b-d7fa-59b8-a312-5da47514f2d4,Royler Gracie,1965-12-06,172.72,,,Southpaw
4956b8aa-4ff9-5813-b2a2-c290a57c2cc6,Bret Bergmark,1973-11-24,175.26,,,
495e9058-36da-5f3c-b985-ab1ef897d5b4,Dan Barrera,1980-12-23,175.26,,,Orthodox
4967ad1b-4be2-508f-8693-b92a81e8b77b,Sam Spengler,,180.34,,,Orthodox
497b0a84-761f-5d5e-a52d-0b61ea418aa4,Lucas Gamaza,,,,,
497bf236-4e38-5e77-a392-957c00abd2c3,Diyar Nurgozhay,1997-04-22,187.96,187.96,,Southpaw
4981e3b5-a47b-5124-860c-a8d9d1e1d087,Justin DeMoney,1985-07-01,,,,
4992d69d-ae7d-5997-9453-01d9a1b9fc6f,Stewart Nicoll,1996-04-11,165.1,165.1,,Orthodox
49affd6a-7d1a-5451-a09f-1dadc11cca3d,Arlind Berisha,2000-11-05,,,,
49b0b0f9-966b-5695-8864-e9044bf60143,Chance Rencountre,1986-12-31,187.96,190.5,,Southpaw
49b3b024-2d47-54c3-b5af-3652650dfb76,Gary Frazier,,182.88,,,Orthodox
49b7ec25-1e6b-54a7-86d5-82ac7303e64c,Alberta Cerra Leon,,172.72,,,
49c3afc7-bddb-5e4b-8119-6cf2fb8a38fe,Jesse Moreng,1979-11-09,170.18,,,Orthodox
49c9522e-3289-5d8b-9385-4cebe154bd53,Melinda Fabian,1987-06-25,167.64,167.64,,Orthodox
49d10acb-b930-578c-baae-da81e3e8ed37,Juan Mott,,182.88,,,Switch
49e2c34a-8a54-5aaa-9978-09c88b8ac45b,Sean Bassett,,,,,
49f27aed-6dd3-5f77-9b34-5c56926423ff,Luke Flores,1988-03-17,182.88,185.42,,Southpaw
49f9637d-0ec3-5774-bd5c-087b511fbe91,Clay Mitchell,,187.96,,,
49fcd768-4807-5fec-98d4-d7fd530c2236,Alex Higley,,177.8,,,
4a04ada3-36f0-58db-b181-6ee6d225daef,JooSang Yoo,1994-01-21,170.18,180.34,,Orthodox
4a18ea07-dfd6-520b-bf91-dfec3ad586f1,Jeremia Siregar,1991-07-27,157.48,160.02,,Orthodox
4a19adc8-91e3-56ff-8421-33f2e0dbd9a2,Aieza Bertolso,2001-08-29,,,,
4a22df28-59d4-5c47-bcd1-339c99366125,Paulo Santos,,,,,
4a27431e-2228-5637-8de0-902f3bcd7b86,Tyron Woodley,1982-04-07,175.26,187.96,,Orthodox
4a5795f3-d225-5ad2-8c91-c5925462b92a,Askar Mozharov,1994-10-26,190.5,187.96,,Orthodox
4a5e1de4-320f-55f2-8ef4-a94a75a87a50,Jordan Johnson,1988-11-18,187.96,200.66,,Orthodox
4a6de8a3-9d14-5cf6-9dbd-126d5643c798,Jianping Yang,1988-11-27,170.18,,,Orthodox
4a7419f7-6e56-5b4e-b849-95d14ef1bd6c,Tofiq Musayev,1989-12-15,175.26,175.26,,Orthodox
4a844139-161f-5c53-b51c-027bd4c0a4ae,Raphael Butler,1984-01-04,190.5,,,
4a8d10d3-1661-5dda-822a-b316b7f5e893,Joe Soto,1987-03-22,167.64,165.1,,Orthodox
4a913565-1238-5575-8992-30b06637e73b,Tommy Lee,1977-01-20,170.18,,,Orthodox
4aae1b4c-92ce-5d1e-b47b-9742c2840626,Luis Saldana,1991-01-27,180.34,185.42,,Orthodox
4ab28591-5b29-5d2e-89bb-31f74ab694e5,Daniel Barez,1988-12-10,167.64,167.64,,Orthodox
4ab594b1-0f6b-58a0-8099-46dd21d6b4c5,Donny Walker,1980-01-04,175.26,,,
4abc04e7-7313-54d4-ba54-bdc62b249521,Yizha,1997-01-08,170.18,180.34,,Orthodox
4ac5a65a-a772-5abb-816f-e9c8dbf872d8,Kaynan Kruschewsky,1991-04-04,182.88,185.42,,Orthodox
4adb89ac-21cd-580c-a1e9-7f852156edfb,Jose Canseco,1964-07-02,193.04,,,Orthodox
4ade4093-71c5-5603-af09-17bd86266379,Dave Jansen,1979-08-21,175.26,185.42,,Orthodox
4aecd1f1-315f-5f62-8663-d3014eb9f3f4,Jean Matsumoto,1999-09-09,167.64,172.72,,Orthodox
4af564e4-fbad-58bd-be26-dec45bab246e,Chris Brennan,1971-10-12,172.72,,,Orthodox
4b095316-16b4-5fca-bf1b-657e974149c2,Caros Fodor,1984-01-07,175.26,187.96,,Orthodox
4b3081e4-b4b1-5a9e-bd0e-b2ae53837f7d,Brandon Lewis,1997-08-02,162.56,177.8,,Orthodox
4b31d206-5b5a-57f0-8b85-30e373ee94e7,Dorian Price,1977-08-20,190.5,,,Southpaw
4b41dd61-b4f9-53ed-a51d-13880ad1cb79,Fernando Gonzalez,1983-09-15,175.26,172.72,,Southpaw
4b4bad2a-9f83-52b4-8ed7-bc5414eb79f1,Greg Soto,1986-06-03,180.34,185.42,,Orthodox
4b4e203b-9028-5dfe-a112-7ccc040fbb0d,Seo Hee Ham,1987-03-08,157.48,157.48,,Southpaw
4b506ce3-5186-5ca8-b72f-c9f0a9e2e141,Sean Holden,1984-09-17,177.8,,,
4b596b1a-fc64-57d4-9c2b-f86e5936a6a1,BoHyun Park,1999-05-14,,,,
4b630441-9664-5921-95a8-e628ef4c271a,Daniel Santos,1995-03-12,170.18,170.18,,Orthodox
4b67a5cf-6f87-5288-9a0a-5c5e49469118,Luke Riley,1999-06-30,,,,
4b724513-b08c-5b01-ade1-29acae1ed124,Wataru Yamauchi,1999-06-22,167.64,172.72,,Orthodox
4b8600d7-c0e3-58db-b430-de4e7f542bf1,Abdellah Er-Ramy,1996-09-19,182.88,187.96,,Orthodox
4b94afbc-bc12-5e09-b056-efc605140f6c,Josh Samman,1988-03-14,190.5,200.66,,Orthodox
4ba497b4-4b3b-5d06-9148-b357b240ef1d,Caio Machado,1994-07-20,193.04,198.12,,Southpaw
4ba596de-3933-555b-824a-cf462f6162d1,Suman Mokhtarian,1992-06-13,172.72,182.88,,Orthodox
