archive_key,fight_id,event_date,expected_scored_rounds,round_row,judge_block,fighter_column_in_block,column_index,x_center,y_center,ocr_text,parsed_points,contract_valid_0_10,typical_7_10
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",1,1,2,1,0.28736,0.4173,0,0,true,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",1,2,1,2,0.38939,0.4173,,,false,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",1,2,2,3,0.60608,0.4173,,,false,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",1,3,1,4,0.71367,0.4173,00,0,true,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",1,3,2,5,0.92582,0.4173,,,false,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",2,1,1,0,0.07353,0.4595,1,1,true,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",2,1,2,1,0.28736,0.4595,,,false,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",2,2,1,2,0.38939,0.4595,,,false,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",2,2,2,3,0.60608,0.4595,1,1,true,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",2,3,1,4,0.71367,0.4595,,,false,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",2,3,2,5,0.92582,0.4595,,,false,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",1,1,1,0,0.07353,0.4173,9,9,true,true
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",1,1,2,1,0.28736,0.4173,,,false,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",1,2,1,2,0.38939,0.4173,10,10,true,true
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",1,2,2,3,0.60608,0.4173,9,9,true,true
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",1,3,1,4,0.71367,0.4173,3,3,true,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",1,3,2,5,0.92582,0.4173,10,10,true,true
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",2,1,1,0,0.07353,0.4595,10,10,true,true
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",2,1,2,1,0.28736,0.4595,,,false,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",2,2,1,2,0.38939,0.4595,10,10,true,true
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",2,2,2,3,0.60608,0.4595,,,false,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",2,3,1,4,0.71367,0.4595,3,3,true,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",2,3,2,5,0.92582,0.4595,,,false,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",3,1,1,0,0.07353,0.5026,0,0,true,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",3,1,2,1,0.28736,0.5026,,,false,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",3,2,1,2,0.38939,0.5026,3,3,true,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",3,2,2,3,0.60608,0.5026,,,false,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",3,3,1,4,0.71367,0.5026,3,3,true,false
2f8cb42409f980b4d8ff97ca.png,22807da9-ffc6-511c-bcbb-b21ed6b336f6,2025-02-01,"1,2,3",3,3,2,5,0.92582,0.5026,0,0,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",1,1,1,0,0.07353,0.4173,,,false,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",1,1,2,1,0.28736,0.4173,,,false,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",1,2,1,2,0.38939,0.4173,7,7,true,true
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",1,2,2,3,0.60608,0.4173,10,10,true,true
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",1,3,1,4,0.71367,0.4173,,,false,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",1,3,2,5,0.92582,0.4173,3,3,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",2,1,1,0,0.07353,0.4595,3,3,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",2,1,2,1,0.28736,0.4595,19,1,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",2,2,1,2,0.38939,0.4595,3,3,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",2,2,2,3,0.60608,0.4595,10,10,true,true
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",2,3,1,4,0.71367,0.4595,3,3,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",2,3,2,5,0.92582,0.4595,0,0,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",3,1,1,0,0.07353,0.5026,3,3,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",3,1,2,1,0.28736,0.5026,0,0,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",3,2,1,2,0.38939,0.5026,3,3,true,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",3,2,2,3,0.60608,0.5026,10,10,true,true
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",3,3,1,4,0.71367,0.5026,,,false,false
49f3dba129524e0a51115ad8.jpg,ad8e5ac3-49dc-5721-b391-769a531ec42f,2023-06-10,"1,2,3",3,3,2,5,0.92582,0.5026,0,0,true,false
4ba4818507d086def6232e91.jpeg,c0aeea6e-2948-5340-8f96-25fd24019f14,2022-06-18,1,1,1,1,0,0.07353,0.4173,,,false,false
4ba4818507d086def6232e91.jpeg,c0aeea6e-2948-5340-8f96-25fd24019f14,2022-06-18,1,1,1,2,1,0.28736,0.4173,,,false,false
4ba4818507d086def6232e91.jpeg,c0aeea6e-2948-5340-8f96-25fd24019f14,2022-06-18,1,1,2,1,2,0.38939,0.4173,,,false,false
4ba4818507d086def6232e91.jpeg,c0aeea6e-2948-5340-8f96-25fd24019f14,2022-06-18,1,1,2,2,3,0.60608,0.4173,10,10,true,true
4ba4818507d086def6232e91.jpeg,c0aeea6e-2948-5340-8f96-25fd24019f14,2022-06-18,1,1,3,1,4,0.71367,0.4173,3,3,true,false
4ba4818507d086def6232e91.jpeg,c0aeea6e-2948-5340-8f96-25fd24019f14,2022-06-18,1,1,3,2,5,0.92582,0.4173,8,8,true,true
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",1,1,1,0,0.07353,0.4173,,,false,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",1,1,2,1,0.28736,0.4173,3,3,true,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",1,2,1,2,0.38939,0.4173,0,0,true,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",1,2,2,3,0.60608,0.4173,3,3,true,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",1,3,1,4,0.71367,0.4173,,,false,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",1,3,2,5,0.92582,0.4173,9,9,true,true
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",2,1,1,0,0.07353,0.4595,3,3,true,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",2,1,2,1,0.28736,0.4595,,,false,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",2,2,1,2,0.38939,0.4595,9,9,true,true
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",2,2,2,3,0.60608,0.4595,0,0,true,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",2,3,1,4,0.71367,0.4595,3,3,true,false
51f0aa9b277c04ebd208fde6.jpeg,cb8b5682-f69b-53f1-8716-fb8e88eb0b7f,2021-12-18,"1,2",2,3,2,5,0.92582,0.4595,8,8,true,true
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",1,1,1,0,0.07353,0.4173,3,3,true,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",1,1,2,1,0.28736,0.4173,0,0,true,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",1,2,1,2,0.38939,0.4173,3,3,true,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",1,2,2,3,0.60608,0.4173,10,10,true,true
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",1,3,1,4,0.71367,0.4173,,,false,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",1,3,2,5,0.92582,0.4173,,,false,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",2,1,1,0,0.07353,0.4595,10,10,true,true
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",2,1,2,1,0.28736,0.4595,,,false,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",2,2,1,2,0.38939,0.4595,,,false,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",2,2,2,3,0.60608,0.4595,,,false,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",2,3,1,4,0.71367,0.4595,0,0,true,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",2,3,2,5,0.92582,0.4595,9,9,true,true
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",3,1,1,0,0.07353,0.5026,3,3,true,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",3,1,2,1,0.28736,0.5026,,,false,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",3,2,1,2,0.38939,0.5026,3,3,true,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",3,2,2,3,0.60608,0.5026,7,7,true,true
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",3,3,1,4,0.71367,0.5026,,,false,false
5884ab5a5e8366c7a80093db.jpg,0a7b981a-a885-5166-9647-e1752da506ba,2023-03-04,"1,2,3",3,3,2,5,0.92582,0.5026,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",1,1,1,0,0.07353,0.4173,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",1,1,2,1,0.28736,0.4173,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",1,2,1,2,0.38939,0.4173,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",1,2,2,3,0.60608,0.4173,0,0,true,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",1,3,1,4,0.71367,0.4173,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",1,3,2,5,0.92582,0.4173,1,1,true,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",2,1,1,0,0.07353,0.4595,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",2,1,2,1,0.28736,0.4595,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",2,2,1,2,0.38939,0.4595,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",2,2,2,3,0.60608,0.4595,1,1,true,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",2,3,1,4,0.71367,0.4595,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",2,3,2,5,0.92582,0.4595,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",3,1,1,0,0.07353,0.5026,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",3,1,2,1,0.28736,0.5026,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",3,2,1,2,0.38939,0.5026,,,false,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",3,2,2,3,0.60608,0.5026,3,3,true,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",3,3,1,4,0.71367,0.5026,0,0,true,false
59c4640966c37c1ac24fbd8a.png,2445f7d8-7ed3-54ac-a84e-6db58824ccff,2025-10-25,"1,2,3",3,3,2,5,0.92582,0.5026,3,3,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",1,1,1,0,0.07353,0.4173,0,0,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",1,1,2,1,0.28736,0.4173,3,3,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",1,2,1,2,0.38939,0.4173,0,0,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",1,2,2,3,0.60608,0.4173,3,3,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",1,3,1,4,0.71367,0.4173,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",1,3,2,5,0.92582,0.4173,9,9,true,true
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",2,1,1,0,0.07353,0.4595,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",2,1,2,1,0.28736,0.4595,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",2,2,1,2,0.38939,0.4595,10,10,true,true
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",2,2,2,3,0.60608,0.4595,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",2,3,1,4,0.71367,0.4595,1,1,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",2,3,2,5,0.92582,0.4595,9,9,true,true
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",3,1,1,0,0.07353,0.5026,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",3,1,2,1,0.28736,0.5026,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",3,2,1,2,0.38939,0.5026,7,7,true,true
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",3,2,2,3,0.60608,0.5026,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",3,3,1,4,0.71367,0.5026,0,0,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",3,3,2,5,0.92582,0.5026,8,8,true,true
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",4,1,1,0,0.07353,0.5458,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",4,1,2,1,0.28736,0.5458,4,4,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",4,2,1,2,0.38939,0.5458,0,0,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",4,2,2,3,0.60608,0.5458,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",4,3,1,4,0.71367,0.5458,,,false,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",4,3,2,5,0.92582,0.5458,9,9,true,true
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",5,1,1,0,0.07353,0.5898,3,3,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",5,1,2,1,0.28736,0.5898,0,0,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",5,2,1,2,0.38939,0.5898,0,0,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",5,2,2,3,0.60608,0.5898,3,3,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",5,3,1,4,0.71367,0.5898,3,3,true,false
59db1e1e3a035e4f07d75960.jpg,fd9f7bae-3ea9-57f4-b939-3976c1223a25,2022-03-05,"1,2,3,4,5",5,3,2,5,0.92582,0.5898,0,0,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",1,1,1,0,0.07353,0.4173,3,3,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",1,1,2,1,0.28736,0.4173,0,0,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",1,2,1,2,0.38939,0.4173,0,0,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",1,2,2,3,0.60608,0.4173,3,3,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",1,3,1,4,0.71367,0.4173,0,0,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",1,3,2,5,0.92582,0.4173,3,3,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",2,1,1,0,0.07353,0.4595,0,0,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",2,1,2,1,0.28736,0.4595,9,9,true,true
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",2,2,1,2,0.38939,0.4595,9,9,true,true
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",2,2,2,3,0.60608,0.4595,10,10,true,true
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",2,3,1,4,0.71367,0.4595,0,0,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",2,3,2,5,0.92582,0.4595,9,9,true,true
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",3,1,1,0,0.07353,0.5026,10,10,true,true
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",3,1,2,1,0.28736,0.5026,,,false,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",3,2,1,2,0.38939,0.5026,,,false,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",3,2,2,3,0.60608,0.5026,3,3,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",3,3,1,4,0.71367,0.5026,3,3,true,false
64660568ded28012ae710c2e.jpg,1b3d5929-e188-5d42-bf6a-12648de6f530,2020-11-07,"1,2,3",3,3,2,5,0.92582,0.5026,0,0,true,false
646a7d19128b6d555f1d7a44.jpg,49329e8c-d3b6-5d73-927b-50363d6b8e4d,2022-02-12,1,1,1,1,0,0.07353,0.4173,,,false,false
646a7d19128b6d555f1d7a44.jpg,49329e8c-d3b6-5d73-927b-50363d6b8e4d,2022-02-12,1,1,1,2,1,0.28736,0.4173,,,false,false
646a7d19128b6d555f1d7a44.jpg,49329e8c-d3b6-5d73-927b-50363d6b8e4d,2022-02-12,1,1,2,1,2,0.38939,0.4173,9,9,true,true
646a7d19128b6d555f1d7a44.jpg,49329e8c-d3b6-5d73-927b-50363d6b8e4d,2022-02-12,1,1,2,2,3,0.60608,0.4173,10,10,true,true
646a7d19128b6d555f1d7a44.jpg,49329e8c-d3b6-5d73-927b-50363d6b8e4d,2022-02-12,1,1,3,1,4,0.71367,0.4173,3,3,true,false
646a7d19128b6d555f1d7a44.jpg,49329e8c-d3b6-5d73-927b-50363d6b8e4d,2022-02-12,1,1,3,2,5,0.92582,0.4173,9,9,true,true
6593264dde505f85e87895db.jpg,ddc84dec-2fc9-5606-9994-c39abc600b53,2022-03-19,"1,2",1,1,1,0,0.07353,0.4173,0,0,true,false
6593264dde505f85e87895db.jpg,ddc84dec-2fc9-5606-9994-c39abc600b53,2022-03-19,"1,2",1,1,2,1,0.28736,0.4173,3,3,true,false
6593264dde505f85e87895db.jpg,ddc84dec-2fc9-5606-9994-c39abc600b53,2022-03-19,"1,2",1,2,1,2,0.38939,0.4173,0,0,true,false
6593264dde505f85e87895db.jpg,ddc84dec-2fc9-5606-9994-c39abc600b53,2022-03-19,"1,2",1,2,2,3,0.60608,0.4173,3,3,true,false
6593264dde505f85e87895db.jpg,ddc84dec-2fc9-5606-9994-c39abc600b53,2022-03-19,"1,2",1,3,1,4,0.71367,0.4173,,,false,false
